HOUR_OF_DAY,DAY_OF_WEEK,YEAR,QUARTER,MONTH,city,lat,lng
2,1,2017,1,1,Dorchester,42.29427,-71.05185
2,1,2017,1,1,Dorchester,42.31578,-71.0562
13,1,2017,1,1,Dorchester,42.3057,-71.08693
13,1,2017,1,1,Dorchester,42.29427,-71.05185
13,1,2017,1,1,Dorchester,42.31578,-71.0562
18,4,2017,1,1,Dorchester,42.3057,-71.08693
18,4,2017,1,1,Dorchester,42.29427,-71.05185
18,4,2017,1,1,Dorchester,42.31578,-71.0562
18,4,2017,1,1,Dorchester,42.3057,-71.08693
18,4,2017,1,1,Dorchester,42.29427,-71.05185
18,4,2017,1,1,Dorchester,42.31578,-71.0562
22,4,2017,1,1,Hyde Park,42.25505,-71.12662
19,2,2017,1,1,Roxbury,42.32405,-71.08522
22,3,2017,1,1,Jamaica Plain,42.30823,-71.11515
16,7,2017,1,1,Dorchester,42.3057,-71.08693
16,7,2017,1,1,Dorchester,42.29427,-71.05185
16,7,2017,1,1,Dorchester,42.31578,-71.0562
18,7,2017,1,1,Dorchester,42.3057,-71.08693
18,7,2017,1,1,Dorchester,42.29427,-71.05185
18,7,2017,1,1,Dorchester,42.31578,-71.0562
2,7,2017,1,1,Roxbury,42.32405,-71.08522
2,7,2017,1,1,Roxbury,42.32405,-71.08522
21,2,2017,1,1,Mattapan,42.27588,-71.0918
7,1,2017,1,1,Dorchester,42.3057,-71.08693
7,1,2017,1,1,Dorchester,42.29427,-71.05185
7,1,2017,1,1,Dorchester,42.31578,-71.0562
22,6,2017,1,1,Hyde Park,42.25505,-71.12662
6,2,2017,1,1,Dorchester,42.3057,-71.08693
6,2,2017,1,1,Dorchester,42.29427,-71.05185
6,2,2017,1,1,Dorchester,42.31578,-71.0562
18,2,2017,1,1,Roxbury,42.32405,-71.08522
17,1,2017,1,2,Dorchester,42.3057,-71.08693
17,1,2017,1,2,Dorchester,42.29427,-71.05185
17,1,2017,1,2,Dorchester,42.31578,-71.0562
0,7,2017,1,2,Dorchester,42.3057,-71.08693
0,7,2017,1,2,Dorchester,42.29427,-71.05185
0,7,2017,1,2,Dorchester,42.31578,-71.0562
20,3,2017,1,2,Mattapan,42.27588,-71.0918
14,2,2017,1,2,Mission Hill,,
17,3,2017,1,2,Roxbury,42.32405,-71.08522
20,4,2017,1,2,Roxbury,42.32405,-71.08522
20,4,2017,1,2,Roxbury,42.32405,-71.08522
21,5,2017,1,2,Roxbury,42.32405,-71.08522
15,5,2017,1,2,Dorchester,42.3057,-71.08693
15,5,2017,1,2,Dorchester,42.29427,-71.05185
15,5,2017,1,2,Dorchester,42.31578,-71.0562
18,3,2017,1,2,Dorchester,42.3057,-71.08693
18,3,2017,1,2,Dorchester,42.29427,-71.05185
18,3,2017,1,2,Dorchester,42.31578,-71.0562
15,4,2017,1,3,Dorchester,42.3057,-71.08693
15,4,2017,1,3,Dorchester,42.29427,-71.05185
15,4,2017,1,3,Dorchester,42.31578,-71.0562
16,6,2017,1,3,Dorchester,42.3057,-71.08693
16,6,2017,1,3,Dorchester,42.29427,-71.05185
16,6,2017,1,3,Dorchester,42.31578,-71.0562
22,4,2017,1,3,Charlestown,42.37975,-71.06167
19,4,2017,1,3,Mattapan,42.27588,-71.0918
21,6,2017,1,3,Mattapan,42.27588,-71.0918
13,3,2017,1,3,Dorchester,42.3057,-71.08693
13,3,2017,1,3,Dorchester,42.29427,-71.05185
13,3,2017,1,3,Dorchester,42.31578,-71.0562
19,5,2017,1,3,Roxbury,42.32405,-71.08522
23,2,2017,2,4,Roxbury,42.32405,-71.08522
15,5,2017,2,4,Dorchester,42.3057,-71.08693
15,5,2017,2,4,Dorchester,42.29427,-71.05185
15,5,2017,2,4,Dorchester,42.31578,-71.0562
21,6,2017,2,4,Dorchester,42.3057,-71.08693
21,6,2017,2,4,Dorchester,42.29427,-71.05185
21,6,2017,2,4,Dorchester,42.31578,-71.0562
21,6,2017,2,4,Dorchester,42.3057,-71.08693
21,6,2017,2,4,Dorchester,42.29427,-71.05185
21,6,2017,2,4,Dorchester,42.31578,-71.0562
8,3,2017,2,4,Dorchester,42.3057,-71.08693
8,3,2017,2,4,Dorchester,42.29427,-71.05185
8,3,2017,2,4,Dorchester,42.31578,-71.0562
19,3,2017,2,4,South Boston,42.33455,-71.03875
19,4,2017,2,4,Dorchester,42.3057,-71.08693
19,4,2017,2,4,Dorchester,42.29427,-71.05185
19,4,2017,2,4,Dorchester,42.31578,-71.0562
19,4,2017,2,4,Hyde Park,42.25505,-71.12662
16,5,2017,2,4,Dorchester,42.3057,-71.08693
16,5,2017,2,4,Dorchester,42.29427,-71.05185
16,5,2017,2,4,Dorchester,42.31578,-71.0562
1,7,2017,2,4,Dorchester,42.3057,-71.08693
1,7,2017,2,4,Dorchester,42.29427,-71.05185
1,7,2017,2,4,Dorchester,42.31578,-71.0562
16,7,2017,2,4,Dorchester,42.3057,-71.08693
16,7,2017,2,4,Dorchester,42.29427,-71.05185
16,7,2017,2,4,Dorchester,42.31578,-71.0562
0,2,2017,2,4,Roxbury,42.32405,-71.08522
20,6,2017,2,4,Roxbury,42.32405,-71.08522
20,1,2017,2,4,Dorchester,42.3057,-71.08693
20,1,2017,2,4,Dorchester,42.29427,-71.05185
20,1,2017,2,4,Dorchester,42.31578,-71.0562
20,1,2017,2,4,Dorchester,42.3057,-71.08693
20,1,2017,2,4,Dorchester,42.29427,-71.05185
20,1,2017,2,4,Dorchester,42.31578,-71.0562
22,1,2017,2,4,Dorchester,42.3057,-71.08693
22,1,2017,2,4,Dorchester,42.29427,-71.05185
22,1,2017,2,4,Dorchester,42.31578,-71.0562
22,1,2017,2,4,Dorchester,42.3057,-71.08693
22,1,2017,2,4,Dorchester,42.29427,-71.05185
22,1,2017,2,4,Dorchester,42.31578,-71.0562
18,1,2017,2,4,Roxbury,42.32405,-71.08522
20,2,2017,2,4,Dorchester,42.3057,-71.08693
20,2,2017,2,4,Dorchester,42.29427,-71.05185
20,2,2017,2,4,Dorchester,42.31578,-71.0562
20,2,2017,2,4,Dorchester,42.3057,-71.08693
20,2,2017,2,4,Dorchester,42.29427,-71.05185
20,2,2017,2,4,Dorchester,42.31578,-71.0562
18,3,2017,2,4,Jamaica Plain,42.30823,-71.11515
0,1,2017,2,4,Jamaica Plain,42.30823,-71.11515
22,6,2017,2,4,Dorchester,42.3057,-71.08693
22,6,2017,2,4,Dorchester,42.29427,-71.05185
22,6,2017,2,4,Dorchester,42.31578,-71.0562
22,6,2017,2,4,Dorchester,42.3057,-71.08693
22,6,2017,2,4,Dorchester,42.29427,-71.05185
22,6,2017,2,4,Dorchester,42.31578,-71.0562
22,6,2017,2,4,Dorchester,42.3057,-71.08693
22,6,2017,2,4,Dorchester,42.29427,-71.05185
22,6,2017,2,4,Dorchester,42.31578,-71.0562
21,5,2017,2,4,Mattapan,42.27588,-71.0918
21,4,2017,2,5,Roxbury,42.32405,-71.08522
21,4,2017,2,5,Roxbury,42.32405,-71.08522
21,6,2017,2,5,Mattapan,42.27588,-71.0918
2,1,2017,2,5,Dorchester,42.3057,-71.08693
2,1,2017,2,5,Dorchester,42.29427,-71.05185
2,1,2017,2,5,Dorchester,42.31578,-71.0562
22,7,2017,2,5,Dorchester,42.3057,-71.08693
22,7,2017,2,5,Dorchester,42.29427,-71.05185
22,7,2017,2,5,Dorchester,42.31578,-71.0562
13,7,2017,2,5,Roxbury,42.32405,-71.08522
13,7,2017,2,5,Roxbury,42.32405,-71.08522
23,3,2017,2,5,South Boston,42.33455,-71.03875
22,3,2017,2,5,Mattapan,42.27588,-71.0918
22,1,2017,2,5,Roxbury,42.32405,-71.08522
20,1,2017,2,5,Dorchester,42.3057,-71.08693
20,1,2017,2,5,Dorchester,42.29427,-71.05185
20,1,2017,2,5,Dorchester,42.31578,-71.0562
20,7,2017,2,5,Dorchester,42.3057,-71.08693
20,7,2017,2,5,Dorchester,42.29427,-71.05185
20,7,2017,2,5,Dorchester,42.31578,-71.0562
1,5,2017,2,5,Dorchester,42.3057,-71.08693
1,5,2017,2,5,Dorchester,42.29427,-71.05185
1,5,2017,2,5,Dorchester,42.31578,-71.0562
22,3,2017,2,5,Roxbury,42.32405,-71.08522
22,6,2017,2,5,Dorchester,42.3057,-71.08693
22,6,2017,2,5,Dorchester,42.29427,-71.05185
22,6,2017,2,5,Dorchester,42.31578,-71.0562
2,7,2017,2,5,Chinatown,,
15,5,2017,2,5,Dorchester,42.3057,-71.08693
15,5,2017,2,5,Dorchester,42.29427,-71.05185
15,5,2017,2,5,Dorchester,42.31578,-71.0562
14,7,2017,2,6,Dorchester,42.3057,-71.08693
14,7,2017,2,6,Dorchester,42.29427,-71.05185
14,7,2017,2,6,Dorchester,42.31578,-71.0562
18,7,2017,2,6,Mattapan,42.27588,-71.0918
17,6,2017,2,6,Dorchester,42.3057,-71.08693
17,6,2017,2,6,Dorchester,42.29427,-71.05185
17,6,2017,2,6,Dorchester,42.31578,-71.0562
17,6,2017,2,6,Dorchester,42.3057,-71.08693
17,6,2017,2,6,Dorchester,42.29427,-71.05185
17,6,2017,2,6,Dorchester,42.31578,-71.0562
21,4,2017,2,6,Roxbury,42.32405,-71.08522
22,4,2017,2,6,Roxbury,42.32405,-71.08522
22,4,2017,2,6,Dorchester,42.3057,-71.08693
22,4,2017,2,6,Dorchester,42.29427,-71.05185
22,4,2017,2,6,Dorchester,42.31578,-71.0562
22,4,2017,2,6,Dorchester,42.3057,-71.08693
22,4,2017,2,6,Dorchester,42.29427,-71.05185
22,4,2017,2,6,Dorchester,42.31578,-71.0562
1,5,2017,2,6,Roxbury,42.32405,-71.08522
12,1,2017,2,6,Dorchester,42.3057,-71.08693
12,1,2017,2,6,Dorchester,42.29427,-71.05185
12,1,2017,2,6,Dorchester,42.31578,-71.0562
1,7,2017,2,6,Roxbury,42.32405,-71.08522
0,7,2017,2,6,Mission Hill,,
15,6,2017,2,6,Dorchester,42.3057,-71.08693
15,6,2017,2,6,Dorchester,42.29427,-71.05185
15,6,2017,2,6,Dorchester,42.31578,-71.0562
20,2,2017,2,6,Mattapan,42.27588,-71.0918
17,2,2017,2,6,Jamaica Plain,42.30823,-71.11515
18,3,2017,2,6,Mattapan,42.27588,-71.0918
18,4,2017,2,6,Jamaica Plain,42.30823,-71.11515
22,6,2017,2,6,Dorchester,42.3057,-71.08693
22,6,2017,2,6,Dorchester,42.29427,-71.05185
22,6,2017,2,6,Dorchester,42.31578,-71.0562
3,1,2017,2,6,Dorchester,42.3057,-71.08693
3,1,2017,2,6,Dorchester,42.29427,-71.05185
3,1,2017,2,6,Dorchester,42.31578,-71.0562
3,1,2017,2,6,Dorchester,42.3057,-71.08693
3,1,2017,2,6,Dorchester,42.29427,-71.05185
3,1,2017,2,6,Dorchester,42.31578,-71.0562
20,2,2017,2,6,Dorchester,42.3057,-71.08693
20,2,2017,2,6,Dorchester,42.29427,-71.05185
20,2,2017,2,6,Dorchester,42.31578,-71.0562
20,2,2017,2,6,Dorchester,42.3057,-71.08693
20,2,2017,2,6,Dorchester,42.29427,-71.05185
20,2,2017,2,6,Dorchester,42.31578,-71.0562
0,1,2017,2,6,Jamaica Plain,42.30823,-71.11515
0,1,2017,2,6,Roxbury,42.32405,-71.08522
16,7,2017,2,6,Dorchester,42.3057,-71.08693
16,7,2017,2,6,Dorchester,42.29427,-71.05185
16,7,2017,2,6,Dorchester,42.31578,-71.0562
19,2,2017,2,6,Mattapan,42.27588,-71.0918
16,2,2017,2,6,Dorchester,42.3057,-71.08693
16,2,2017,2,6,Dorchester,42.29427,-71.05185
16,2,2017,2,6,Dorchester,42.31578,-71.0562
9,4,2017,2,6,Dorchester,42.3057,-71.08693
9,4,2017,2,6,Dorchester,42.29427,-71.05185
9,4,2017,2,6,Dorchester,42.31578,-71.0562
2,5,2017,2,6,Dorchester,42.3057,-71.08693
2,5,2017,2,6,Dorchester,42.29427,-71.05185
2,5,2017,2,6,Dorchester,42.31578,-71.0562
0,6,2017,2,6,Jamaica Plain,42.30823,-71.11515
0,6,2017,2,6,Jamaica Plain,42.30823,-71.11515
20,5,2017,2,6,Dorchester,42.3057,-71.08693
20,5,2017,2,6,Dorchester,42.29427,-71.05185
20,5,2017,2,6,Dorchester,42.31578,-71.0562
20,5,2017,2,6,Dorchester,42.3057,-71.08693
20,5,2017,2,6,Dorchester,42.29427,-71.05185
20,5,2017,2,6,Dorchester,42.31578,-71.0562
23,1,2017,3,7,Roxbury,42.32405,-71.08522
23,1,2017,3,7,Roxbury,42.32405,-71.08522
23,1,2017,3,7,Roxbury,42.32405,-71.08522
23,1,2017,3,7,Mission Hill,,
2,1,2017,3,7,Jamaica Plain,42.30823,-71.11515
15,7,2017,3,7,Roxbury,42.32405,-71.08522
2,4,2017,3,7,Roxbury,42.32405,-71.08522
16,3,2017,3,7,Dorchester,42.3057,-71.08693
16,3,2017,3,7,Dorchester,42.29427,-71.05185
16,3,2017,3,7,Dorchester,42.31578,-71.0562
9,3,2017,3,7,Roxbury,42.32405,-71.08522
1,3,2017,3,7,Mattapan,42.27588,-71.0918
23,2,2017,3,7,Roxbury,42.32405,-71.08522
23,2,2017,3,7,Roxbury,42.32405,-71.08522
23,2,2017,3,7,Roxbury,42.32405,-71.08522
0,5,2017,3,7,Dorchester,42.3057,-71.08693
0,5,2017,3,7,Dorchester,42.29427,-71.05185
0,5,2017,3,7,Dorchester,42.31578,-71.0562
18,5,2017,3,7,Dorchester,42.3057,-71.08693
18,5,2017,3,7,Dorchester,42.29427,-71.05185
18,5,2017,3,7,Dorchester,42.31578,-71.0562
18,5,2017,3,7,Dorchester,42.3057,-71.08693
18,5,2017,3,7,Dorchester,42.29427,-71.05185
18,5,2017,3,7,Dorchester,42.31578,-71.0562
10,5,2017,3,7,Dorchester,42.3057,-71.08693
10,5,2017,3,7,Dorchester,42.29427,-71.05185
10,5,2017,3,7,Dorchester,42.31578,-71.0562
22,6,2017,3,7,Dorchester,42.3057,-71.08693
22,6,2017,3,7,Dorchester,42.29427,-71.05185
22,6,2017,3,7,Dorchester,42.31578,-71.0562
21,2,2017,3,7,Dorchester,42.3057,-71.08693
21,2,2017,3,7,Dorchester,42.29427,-71.05185
21,2,2017,3,7,Dorchester,42.31578,-71.0562
19,2,2017,3,7,Dorchester,42.3057,-71.08693
19,2,2017,3,7,Dorchester,42.29427,-71.05185
19,2,2017,3,7,Dorchester,42.31578,-71.0562
19,3,2017,3,7,Dorchester,42.3057,-71.08693
19,3,2017,3,7,Dorchester,42.29427,-71.05185
19,3,2017,3,7,Dorchester,42.31578,-71.0562
12,4,2017,3,7,Dorchester,42.3057,-71.08693
12,4,2017,3,7,Dorchester,42.29427,-71.05185
12,4,2017,3,7,Dorchester,42.31578,-71.0562
22,7,2017,3,7,Roxbury,42.32405,-71.08522
8,1,2017,3,7,Dorchester,42.3057,-71.08693
8,1,2017,3,7,Dorchester,42.29427,-71.05185
8,1,2017,3,7,Dorchester,42.31578,-71.0562
22,1,2017,3,7,Dorchester,42.3057,-71.08693
22,1,2017,3,7,Dorchester,42.29427,-71.05185
22,1,2017,3,7,Dorchester,42.31578,-71.0562
22,5,2017,3,7,Dorchester,42.3057,-71.08693
22,5,2017,3,7,Dorchester,42.29427,-71.05185
22,5,2017,3,7,Dorchester,42.31578,-71.0562
23,2,2017,3,7,Roxbury,42.32405,-71.08522
17,2,2017,3,7,Dorchester,42.3057,-71.08693
17,2,2017,3,7,Dorchester,42.29427,-71.05185
17,2,2017,3,7,Dorchester,42.31578,-71.0562
17,2,2017,3,7,Dorchester,42.3057,-71.08693
17,2,2017,3,7,Dorchester,42.29427,-71.05185
17,2,2017,3,7,Dorchester,42.31578,-71.0562
1,2,2017,3,7,Jamaica Plain,42.30823,-71.11515
11,4,2017,3,7,Dorchester,42.3057,-71.08693
11,4,2017,3,7,Dorchester,42.29427,-71.05185
11,4,2017,3,7,Dorchester,42.31578,-71.0562
16,3,2017,3,7,Mission Hill,,
16,5,2017,3,7,Roxbury,42.32405,-71.08522
19,1,2017,3,7,Mattapan,42.27588,-71.0918
21,7,2017,3,7,Roxbury,42.32405,-71.08522
18,7,2017,3,7,South Boston,42.33455,-71.03875
19,1,2017,3,7,Hyde Park,42.25505,-71.12662
16,4,2017,3,8,Dorchester,42.3057,-71.08693
16,4,2017,3,8,Dorchester,42.29427,-71.05185
16,4,2017,3,8,Dorchester,42.31578,-71.0562
22,1,2017,3,8,Roxbury,42.32405,-71.08522
19,2,2017,3,8,Dorchester,42.3057,-71.08693
19,2,2017,3,8,Dorchester,42.29427,-71.05185
19,2,2017,3,8,Dorchester,42.31578,-71.0562
22,4,2017,3,8,Dorchester,42.3057,-71.08693
22,4,2017,3,8,Dorchester,42.29427,-71.05185
22,4,2017,3,8,Dorchester,42.31578,-71.0562
22,4,2017,3,8,Dorchester,42.3057,-71.08693
22,4,2017,3,8,Dorchester,42.29427,-71.05185
22,4,2017,3,8,Dorchester,42.31578,-71.0562
23,1,2017,3,8,Roxbury,42.32405,-71.08522
23,1,2017,3,8,Roxbury,42.32405,-71.08522
13,1,2017,3,8,Dorchester,42.3057,-71.08693
13,1,2017,3,8,Dorchester,42.29427,-71.05185
13,1,2017,3,8,Dorchester,42.31578,-71.0562
23,7,2017,3,8,Roxbury,42.32405,-71.08522
15,6,2017,3,8,Dorchester,42.3057,-71.08693
15,6,2017,3,8,Dorchester,42.29427,-71.05185
15,6,2017,3,8,Dorchester,42.31578,-71.0562
15,5,2017,3,8,Jamaica Plain,42.30823,-71.11515
17,6,2017,3,8,Roxbury,42.32405,-71.08522
19,7,2017,3,8,Roslindale,42.28392,-71.12468
20,7,2017,3,8,Roxbury,42.32405,-71.08522
0,1,2017,3,8,Dorchester,42.3057,-71.08693
0,1,2017,3,8,Dorchester,42.29427,-71.05185
0,1,2017,3,8,Dorchester,42.31578,-71.0562
0,1,2017,3,8,Dorchester,42.3057,-71.08693
0,1,2017,3,8,Dorchester,42.29427,-71.05185
0,1,2017,3,8,Dorchester,42.31578,-71.0562
2,1,2017,3,8,Downtown,,
2,1,2017,3,8,Downtown,,
21,1,2017,3,8,Roxbury,42.32405,-71.08522
18,6,2017,3,9,Mattapan,42.27588,-71.0918
10,3,2017,3,9,Dorchester,42.3057,-71.08693
10,3,2017,3,9,Dorchester,42.29427,-71.05185
10,3,2017,3,9,Dorchester,42.31578,-71.0562
23,4,2017,3,9,Dorchester,42.3057,-71.08693
23,4,2017,3,9,Dorchester,42.29427,-71.05185
23,4,2017,3,9,Dorchester,42.31578,-71.0562
22,1,2017,3,9,Dorchester,42.3057,-71.08693
22,1,2017,3,9,Dorchester,42.29427,-71.05185
22,1,2017,3,9,Dorchester,42.31578,-71.0562
21,1,2017,3,9,Dorchester,42.3057,-71.08693
21,1,2017,3,9,Dorchester,42.29427,-71.05185
21,1,2017,3,9,Dorchester,42.31578,-71.0562
19,1,2017,3,9,Roxbury,42.32405,-71.08522
19,1,2017,3,9,Roxbury,42.32405,-71.08522
17,6,2017,3,9,Dorchester,42.3057,-71.08693
17,6,2017,3,9,Dorchester,42.29427,-71.05185
17,6,2017,3,9,Dorchester,42.31578,-71.0562
18,3,2017,3,9,Downtown,,
21,3,2017,3,9,Roxbury,42.32405,-71.08522
23,6,2017,3,9,Mattapan,42.27588,-71.0918
1,6,2017,3,9,Dorchester,42.3057,-71.08693
1,6,2017,3,9,Dorchester,42.29427,-71.05185
1,6,2017,3,9,Dorchester,42.31578,-71.0562
21,7,2017,3,9,Roxbury,42.32405,-71.08522
19,6,2017,3,9,South Boston,42.33455,-71.03875
17,1,2017,3,9,Hyde Park,42.25505,-71.12662
13,2,2017,3,9,Roxbury,42.32405,-71.08522
6,1,2017,3,9,South Boston,42.33455,-71.03875
22,7,2017,3,9,Dorchester,42.3057,-71.08693
22,7,2017,3,9,Dorchester,42.29427,-71.05185
22,7,2017,3,9,Dorchester,42.31578,-71.0562
22,7,2017,3,9,Dorchester,42.3057,-71.08693
22,7,2017,3,9,Dorchester,42.29427,-71.05185
22,7,2017,3,9,Dorchester,42.31578,-71.0562
17,7,2017,3,9,Roxbury,42.32405,-71.08522
12,5,2017,3,9,Dorchester,42.3057,-71.08693
12,5,2017,3,9,Dorchester,42.29427,-71.05185
12,5,2017,3,9,Dorchester,42.31578,-71.0562
19,6,2017,3,9,Dorchester,42.3057,-71.08693
19,6,2017,3,9,Dorchester,42.29427,-71.05185
19,6,2017,3,9,Dorchester,42.31578,-71.0562
19,6,2017,3,9,Jamaica Plain,42.30823,-71.11515
0,7,2017,3,9,Roxbury,42.32405,-71.08522
0,7,2017,3,9,Roxbury,42.32405,-71.08522
23,7,2017,3,9,Dorchester,42.3057,-71.08693
23,7,2017,3,9,Dorchester,42.29427,-71.05185
23,7,2017,3,9,Dorchester,42.31578,-71.0562
16,1,2017,4,10,Dorchester,42.3057,-71.08693
16,1,2017,4,10,Dorchester,42.29427,-71.05185
16,1,2017,4,10,Dorchester,42.31578,-71.0562
21,1,2017,4,10,Dorchester,42.3057,-71.08693
21,1,2017,4,10,Dorchester,42.29427,-71.05185
21,1,2017,4,10,Dorchester,42.31578,-71.0562
2,3,2017,4,10,Back Bay,,
22,2,2017,4,10,Dorchester,42.3057,-71.08693
22,2,2017,4,10,Dorchester,42.29427,-71.05185
22,2,2017,4,10,Dorchester,42.31578,-71.0562
22,7,2017,4,10,Roxbury,42.32405,-71.08522
21,1,2017,2,4,Roxbury,42.32405,-71.08522
1,5,2017,4,10,Roslindale,42.28392,-71.12468
2,7,2017,4,10,Jamaica Plain,42.30823,-71.11515
4,3,2017,4,10,Dorchester,42.3057,-71.08693
4,3,2017,4,10,Dorchester,42.29427,-71.05185
4,3,2017,4,10,Dorchester,42.31578,-71.0562
22,4,2017,4,10,Roxbury,42.32405,-71.08522
21,4,2017,4,10,Roxbury,42.32405,-71.08522
0,6,2017,4,10,Dorchester,42.3057,-71.08693
0,6,2017,4,10,Dorchester,42.29427,-71.05185
0,6,2017,4,10,Dorchester,42.31578,-71.0562
0,1,2017,4,10,East Boston,42.37324,-71.01616
20,1,2017,4,10,Dorchester,42.3057,-71.08693
20,1,2017,4,10,Dorchester,42.29427,-71.05185
20,1,2017,4,10,Dorchester,42.31578,-71.0562
18,6,2017,4,10,Mission Hill,,
18,6,2017,4,10,Dorchester,42.3057,-71.08693
18,6,2017,4,10,Dorchester,42.29427,-71.05185
18,6,2017,4,10,Dorchester,42.31578,-71.0562
18,6,2017,4,10,Dorchester,42.3057,-71.08693
18,6,2017,4,10,Dorchester,42.29427,-71.05185
18,6,2017,4,10,Dorchester,42.31578,-71.0562
21,6,2017,4,10,Dorchester,42.3057,-71.08693
21,6,2017,4,10,Dorchester,42.29427,-71.05185
21,6,2017,4,10,Dorchester,42.31578,-71.0562
22,6,2017,4,10,Dorchester,42.3057,-71.08693
22,6,2017,4,10,Dorchester,42.29427,-71.05185
22,6,2017,4,10,Dorchester,42.31578,-71.0562
1,7,2017,4,10,Dorchester,42.3057,-71.08693
1,7,2017,4,10,Dorchester,42.29427,-71.05185
1,7,2017,4,10,Dorchester,42.31578,-71.0562
1,7,2017,4,10,Dorchester,42.3057,-71.08693
1,7,2017,4,10,Dorchester,42.29427,-71.05185
1,7,2017,4,10,Dorchester,42.31578,-71.0562
1,7,2017,4,10,Dorchester,42.3057,-71.08693
1,7,2017,4,10,Dorchester,42.29427,-71.05185
1,7,2017,4,10,Dorchester,42.31578,-71.0562
18,1,2017,4,10,Roxbury,42.32405,-71.08522
23,3,2017,4,10,Jamaica Plain,42.30823,-71.11515
20,2,2017,4,11,Fenway,,
21,2,2017,4,11,Dorchester,42.3057,-71.08693
21,2,2017,4,11,Dorchester,42.29427,-71.05185
21,2,2017,4,11,Dorchester,42.31578,-71.0562
1,5,2017,4,11,Dorchester,42.3057,-71.08693
1,5,2017,4,11,Dorchester,42.29427,-71.05185
1,5,2017,4,11,Dorchester,42.31578,-71.0562
22,4,2017,4,11,Roslindale,42.28392,-71.12468
23,5,2017,4,11,Roslindale,42.28392,-71.12468
16,1,2017,4,11,Jamaica Plain,42.30823,-71.11515
20,7,2017,4,11,Hyde Park,42.25505,-71.12662
0,7,2017,4,11,Roslindale,42.28392,-71.12468
14,7,2017,4,11,Dorchester,42.3057,-71.08693
14,7,2017,4,11,Dorchester,42.29427,-71.05185
14,7,2017,4,11,Dorchester,42.31578,-71.0562
6,7,2017,4,11,Dorchester,42.3057,-71.08693
6,7,2017,4,11,Dorchester,42.29427,-71.05185
6,7,2017,4,11,Dorchester,42.31578,-71.0562
16,6,2017,4,11,Dorchester,42.3057,-71.08693
16,6,2017,4,11,Dorchester,42.29427,-71.05185
16,6,2017,4,11,Dorchester,42.31578,-71.0562
23,2,2017,4,11,South Boston,42.33455,-71.03875
23,2,2017,4,11,South Boston,42.33455,-71.03875
23,6,2017,4,12,Dorchester,42.3057,-71.08693
23,6,2017,4,12,Dorchester,42.29427,-71.05185
23,6,2017,4,12,Dorchester,42.31578,-71.0562
14,6,2017,4,12,Roxbury,42.32405,-71.08522
19,1,2017,4,12,Dorchester,42.3057,-71.08693
19,1,2017,4,12,Dorchester,42.29427,-71.05185
19,1,2017,4,12,Dorchester,42.31578,-71.0562
21,2,2017,4,12,Hyde Park,42.25505,-71.12662
13,5,2017,4,12,Mattapan,42.27588,-71.0918
17,5,2017,4,12,Mission Hill,,
19,5,2017,4,12,Mattapan,42.27588,-71.0918
19,4,2017,4,12,Mission Hill,,
19,4,2017,4,12,Mission Hill,,
19,4,2017,4,12,Mission Hill,,
16,1,2017,4,12,East Boston,42.37324,-71.01616
16,1,2017,4,12,East Boston,42.37324,-71.01616
0,7,2017,4,12,Roxbury,42.32405,-71.08522
20,7,2017,4,12,Roxbury,42.32405,-71.08522
17,7,2017,4,12,Brighton,42.34989,-71.15417
21,7,2017,4,12,Dorchester,42.3057,-71.08693
21,7,2017,4,12,Dorchester,42.29427,-71.05185
21,7,2017,4,12,Dorchester,42.31578,-71.0562
4,5,2017,4,12,Mattapan,42.27588,-71.0918
19,3,2017,4,12,Dorchester,42.3057,-71.08693
19,3,2017,4,12,Dorchester,42.29427,-71.05185
19,3,2017,4,12,Dorchester,42.31578,-71.0562
16,4,2017,4,12,Mission Hill,,
16,4,2017,4,12,Mission Hill,,
21,1,2017,4,12,Mattapan,42.27588,-71.0918
1,2,2017,4,12,Dorchester,42.3057,-71.08693
1,2,2017,4,12,Dorchester,42.29427,-71.05185
1,2,2017,4,12,Dorchester,42.31578,-71.0562
19,1,2017,4,12,Mission Hill,,
19,1,2017,4,12,Mission Hill,,
22,7,2017,4,12,South Boston,42.33455,-71.03875
19,7,2017,4,12,Hyde Park,42.25505,-71.12662
23,5,2017,4,12,Jamaica Plain,42.30823,-71.11515
23,5,2017,4,12,Jamaica Plain,42.30823,-71.11515
23,5,2017,4,12,Jamaica Plain,42.30823,-71.11515
19,7,2017,4,12,Dorchester,42.3057,-71.08693
19,7,2017,4,12,Dorchester,42.29427,-71.05185
19,7,2017,4,12,Dorchester,42.31578,-71.0562
21,2,2018,1,1,South Boston,42.33455,-71.03875
21,3,2018,1,1,Dorchester,42.3057,-71.08693
21,3,2018,1,1,Dorchester,42.29427,-71.05185
21,3,2018,1,1,Dorchester,42.31578,-71.0562
13,5,2018,1,1,Roxbury,42.32405,-71.08522
14,5,2018,1,1,Dorchester,42.3057,-71.08693
14,5,2018,1,1,Dorchester,42.29427,-71.05185
14,5,2018,1,1,Dorchester,42.31578,-71.0562
19,5,2018,1,1,Roxbury,42.32405,-71.08522
14,5,2018,1,1,Dorchester,42.3057,-71.08693
14,5,2018,1,1,Dorchester,42.29427,-71.05185
14,5,2018,1,1,Dorchester,42.31578,-71.0562
19,5,2018,1,1,Roxbury,42.32405,-71.08522
